Time,Value
2023-04-01 00:00:00,8144.084746064605
2023-04-01 00:30:00,7796.507170614415
2023-04-01 01:00:00,7951.151545034463
2023-04-01 01:30:00,8076.699738018325
2023-04-01 02:00:00,7975.121720270376
2023-04-01 02:30:00,7635.155149990303
2023-04-01 03:00:00,8005.554893954454
2023-04-01 03:30:00,7676.6284351461345
2023-04-01 04:00:00,8112.812707571691
2023-04-01 04:30:00,7795.887324926765
2023-04-01 05:00:00,7791.907133565938
2023-04-01 05:30:00,7896.847795582144
2023-04-01 06:00:00,7933.7799543886495
2023-04-01 06:30:00,8004.502675370213
2023-04-01 07:00:00,8198.286773120893
2023-04-01 07:30:00,8006.70097361168
2023-04-01 08:00:00,7389.671915900347
2023-04-01 08:30:00,7754.922045405369
2023-04-01 09:00:00,7951.402037789138
2023-04-01 09:30:00,7127.126539410941
2023-04-01 10:00:00,7393.570452899034
2023-04-01 10:30:00,6797.243561480746
2023-04-01 11:00:00,6808.798419647199
2023-04-01 11:30:00,7051.8674882725045
2023-04-01 12:00:00,7039.963394283991
2023-04-01 12:30:00,7004.9986806772295
2023-04-01 13:00:00,7827.546002836065
2023-04-01 13:30:00,8920.032043874657
2023-04-01 14:00:00,8771.684902336548
2023-04-01 14:30:00,8154.667927516598
2023-04-01 15:00:00,8487.04708094361
2023-04-01 15:30:00,8130.23866965859
2023-04-01 16:00:00,8250.355499480693
2023-04-01 16:30:00,6992.342666821063
2023-04-01 17:00:00,6968.663638019137
2023-04-01 17:30:00,5986.420319526174
2023-04-01 18:00:00,6205.890861956839
2023-04-01 18:30:00,7390.925023839878
2023-04-01 19:00:00,7582.634976304183
2023-04-01 19:30:00,7775.477986135482
2023-04-01 20:00:00,7484.212391669861
2023-04-01 20:30:00,7429.449210649057
2023-04-01 21:00:00,7522.065725189803
2023-04-01 21:30:00,7746.145565819697
2023-04-01 22:00:00,7869.088013740473
2023-04-01 22:30:00,7852.814935717414
2023-04-01 23:00:00,8565.495834955122
2023-04-01 23:30:00,8494.539953123582
2023-04-02 00:00:00,8191.361269663138
2023-04-02 00:30:00,8384.160585958209
2023-04-02 01:00:00,8338.211659466731
2023-04-02 01:30:00,7650.222312787893
2023-04-02 02:00:00,7984.323307123439
2023-04-02 02:30:00,7926.603866819257
2023-04-02 03:00:00,7599.510210924953
2023-04-02 03:30:00,8045.620903338136
2023-04-02 04:00:00,7858.3574687901055
2023-04-02 04:30:00,7752.549440145968
2023-04-02 05:00:00,7916.939492429198
2023-04-02 05:30:00,7762.811296911356
