Time,Value
2023-06-01 00:00:00,1892.0081163714558
2023-06-01 00:30:00,1973.1582949901183
2023-06-01 01:00:00,2122.984466078885
2023-06-01 01:30:00,1737.417621231864
2023-06-01 02:00:00,2200.3350892905564
2023-06-01 02:30:00,1918.6927595500072
2023-06-01 03:00:00,2071.4381554294437
2023-06-01 03:30:00,1814.7117564033351
2023-06-01 04:00:00,1924.6769969616382
2023-06-01 04:30:00,1828.3779003178197
2023-06-01 05:00:00,2091.6223481912493
2023-06-01 05:30:00,1711.8541661295976
2023-06-01 06:00:00,1845.9356470232833
2023-06-01 06:30:00,1828.8132056743123
2023-06-01 07:00:00,1844.8174575245762
2023-06-01 07:30:00,1709.0322586533293
2023-06-01 08:00:00,1647.1639884804608
2023-06-01 08:30:00,2104.795321925718
2023-06-01 09:00:00,2139.1452514008215
2023-06-01 09:30:00,1883.7857795174937
2023-06-01 10:00:00,1915.1803166162701
2023-06-01 10:30:00,2043.4042193449136
2023-06-01 11:00:00,1792.4906990599852
2023-06-01 11:30:00,1987.593199431092
2023-06-01 12:00:00,1752.8117718006429
2023-06-01 12:30:00,1676.7482488207866
2023-06-01 13:00:00,1646.5796700741594
2023-06-01 13:30:00,1688.3095686085298
2023-06-01 14:00:00,1611.7195205548614
2023-06-01 14:30:00,1776.3605404418963
2023-06-01 15:00:00,1626.0527860931188
2023-06-01 15:30:00,1833.8311601508406
2023-06-01 16:00:00,1777.5033923853591
2023-06-01 16:30:00,1262.352158005605
2023-06-01 17:00:00,1014.7848705345403
2023-06-01 17:30:00,1060.9871667684715
2023-06-01 18:00:00,871.1962920968665
2023-06-01 18:30:00,943.5790913434557
2023-06-01 19:00:00,661.8589458333529
2023-06-01 19:30:00,1086.585753985848
2023-06-01 20:00:00,1556.7521063771305
2023-06-01 20:30:00,1280.489583443407
2023-06-01 21:00:00,719.8027332198433
2023-06-01 21:30:00,1055.08495947216
2023-06-01 22:00:00,1233.8888378695433
2023-06-01 22:30:00,1145.222800995633
2023-06-01 23:00:00,861.8377386046566
2023-06-01 23:30:00,670.0712483837817
2023-06-02 00:00:00,881.8656997971711
2023-06-02 00:30:00,506.5723150525116
2023-06-02 01:00:00,571.8414026926876
2023-06-02 01:30:00,430.27742330544174
2023-06-02 02:00:00,461.93430773029394
2023-06-02 02:30:00,685.5484346684079
2023-06-02 03:00:00,827.27467126278
2023-06-02 03:30:00,609.1053908327513
2023-06-02 04:00:00,770.3322720716297
2023-06-02 04:30:00,853.313560754472
2023-06-02 05:00:00,681.023484962065
2023-06-02 05:30:00,496.4563246027434
2023-06-02 06:00:00,472.0758406087642
2023-06-02 06:30:00,680.0056908921695
2023-06-02 07:00:00,890.3872242350828
2023-06-02 07:30:00,670.9710674406126
2023-06-02 08:00:00,685.3625498560868
2023-06-02 08:30:00,804.8218580519435
2023-06-02 09:00:00,441.17075865108126
2023-06-02 09:30:00,527.0097027850175
2023-06-02 10:00:00,776.8547947798513
2023-06-02 10:30:00,480.795774514571
2023-06-02 11:00:00,701.4051976180143
2023-06-02 11:30:00,846.729582382148
2023-06-02 12:00:00,592.7954506755616
2023-06-02 12:30:00,486.9858244408525
2023-06-02 13:00:00,647.0448018865914
2023-06-02 13:30:00,473.0487392467613
2023-06-02 14:00:00,887.7598306724033
2023-06-02 14:30:00,918.5262486233937
2023-06-02 15:00:00,761.8696536817827
2023-06-02 15:30:00,773.709535873219
2023-06-02 16:00:00,744.5968536028636
2023-06-02 16:30:00,477.2520624326521
2023-06-02 17:00:00,779.688560824263
2023-06-02 17:30:00,715.6411075462684
2023-06-02 18:00:00,538.5408806292841
2023-06-02 18:30:00,881.6496189748285
2023-06-02 19:00:00,688.7004096698124
2023-06-02 19:30:00,1039.9384696769503
2023-06-02 20:00:00,551.7821957961211
2023-06-02 20:30:00,953.0270561794011
2023-06-02 21:00:00,582.7814802164706
2023-06-02 21:30:00,989.1238370100943
2023-06-02 22:00:00,518.8207562457404
2023-06-02 22:30:00,1214.0178385644072
2023-06-02 23:00:00,1463.661446326329
2023-06-02 23:30:00,1618.561828221302
2023-06-03 00:00:00,1236.5798123969016
2023-06-03 00:30:00,815.5916932367819
2023-06-03 01:00:00,918.6628662615979
2023-06-03 01:30:00,1131.971866136655
2023-06-03 02:00:00,1204.5272983671632
2023-06-03 02:30:00,858.8003295457576
2023-06-03 03:00:00,978.4751127783464
2023-06-03 03:30:00,1041.0361483184442
2023-06-03 04:00:00,1038.89828294965
2023-06-03 04:30:00,809.0354370453624
2023-06-03 05:00:00,1067.2923861343231
2023-06-03 05:30:00,781.9033006638249
2023-06-03 06:00:00,776.1384526559464
2023-06-03 06:30:00,1174.8212407970557
2023-06-03 07:00:00,912.3359934651453
2023-06-03 07:30:00,971.319004268096
2023-06-03 08:00:00,188.14055791537885
2023-06-03 08:30:00,648.8677336671017
2023-06-03 09:00:00,502.31129257969616
2023-06-03 09:30:00,185.1767300916918
2023-06-03 10:00:00,344.67319395813684
2023-06-03 10:30:00,221.6756231160777
2023-06-03 11:00:00,379.37775527385077
2023-06-03 11:30:00,611.4200357836334
2023-06-03 12:00:00,200.48333119285013
2023-06-03 12:30:00,340.23225690467876
2023-06-03 13:00:00,236.92773315194967
2023-06-03 13:30:00,408.5509718212375
2023-06-03 14:00:00,407.66095983918024
2023-06-03 14:30:00,347.4051313558324
2023-06-03 15:00:00,197.69278204518545
2023-06-03 15:30:00,513.5742953482836
2023-06-03 16:00:00,583.3480241405045
2023-06-03 16:30:00,450.04512623164146
2023-06-03 17:00:00,600.3841363859806
