Time,Value
2023-05-01 00:00:00,15713.200668245488
2023-05-01 00:30:00,15148.657432549166
2023-05-01 01:00:00,15348.88780192424
2023-05-01 01:30:00,15723.920153983107
2023-05-01 02:00:00,14859.429781231516
2023-05-01 02:30:00,15454.740729929035
2023-05-01 03:00:00,14949.8293063606
2023-05-01 03:30:00,15123.10876572655
2023-05-01 04:00:00,15157.585034900052
2023-05-01 04:30:00,15293.905917022988
2023-05-01 05:00:00,15228.1919936889
2023-05-01 05:30:00,15423.838064269958
2023-05-01 06:00:00,15576.290190902666
2023-05-01 06:30:00,14775.634291937857
2023-05-01 07:00:00,15226.556112628576
2023-05-01 07:30:00,14463.985562536902
2023-05-01 08:00:00,14982.25446713478
2023-05-01 08:30:00,14576.716383865101
2023-05-01 09:00:00,14609.070596953721
2023-05-01 09:30:00,14581.1691960675
2023-05-01 10:00:00,14703.75265614186
2023-05-01 10:30:00,16938.616551859588
2023-05-01 11:00:00,19926.13953364551
2023-05-01 11:30:00,19519.183703689658
2023-05-01 12:00:00,19211.850167653367
2023-05-01 12:30:00,19999.421943960417
2023-05-01 13:00:00,19903.747986129343
2023-05-01 13:30:00,20008.806779894894
2023-05-01 14:00:00,20890.51353002163
2023-05-01 14:30:00,20666.522902174886
2023-05-01 15:00:00,19760.49866345852
2023-05-01 15:30:00,19668.94165050124
2023-05-01 16:00:00,19314.5792931893
2023-05-01 16:30:00,19788.521206783353
2023-05-01 17:00:00,20198.288825810534
2023-05-01 17:30:00,19638.23506447312
2023-05-01 18:00:00,19075.717921580705
2023-05-01 18:30:00,18390.490002704708
2023-05-01 19:00:00,19102.185647066188
2023-05-01 19:30:00,19353.632810997748
2023-05-01 20:00:00,19948.536315869296
2023-05-01 20:30:00,18680.812933633697
2023-05-01 21:00:00,18978.97508819025
2023-05-01 21:30:00,22944.210819760494
2023-05-01 22:00:00,24050.064206652572
2023-05-01 22:30:00,26837.77291052544
2023-05-01 23:00:00,26845.746112255485
2023-05-01 23:30:00,29627.611660855524
2023-05-02 00:00:00,23116.419276217683
2023-05-02 00:30:00,24388.640579470477
2023-05-02 01:00:00,23783.974050994297
2023-05-02 01:30:00,22715.628823180894
2023-05-02 02:00:00,22362.38457491376
2023-05-02 02:30:00,22300.050484376796
2023-05-02 03:00:00,22701.529371870278
2023-05-02 03:30:00,22488.257918660558
2023-05-02 04:00:00,22171.498109920016
2023-05-02 04:30:00,21955.204235008954
2023-05-02 05:00:00,21947.745799419623
2023-05-02 05:30:00,21874.261861319133
2023-05-02 06:00:00,22412.55014337972
2023-05-02 06:30:00,22620.501450186788
2023-05-02 07:00:00,25958.63887097346
2023-05-02 07:30:00,35895.76072841068
2023-05-02 08:00:00,43315.201432600974
2023-05-02 08:30:00,37920.861428838776
2023-05-02 09:00:00,48280.79677244288
2023-05-02 09:30:00,51088.703209187275
2023-05-02 10:00:00,48983.22349651055
2023-05-02 10:30:00,49156.76500272359
2023-05-02 11:00:00,53733.932224391036
2023-05-02 11:30:00,53770.99437872577
2023-05-02 12:00:00,52877.05141977878
2023-05-02 12:30:00,52504.55807319182
2023-05-02 13:00:00,50878.67389591001
2023-05-02 13:30:00,49707.115383686025
2023-05-02 14:00:00,45816.39184422933
2023-05-02 14:30:00,43706.83380543937
2023-05-02 15:00:00,45308.94996646146
2023-05-02 15:30:00,49613.791461812914
2023-05-02 16:00:00,47578.09953668599
2023-05-02 16:30:00,45018.385898548935
2023-05-02 17:00:00,43544.81699972462
2023-05-02 17:30:00,40559.206310774774
2023-05-02 18:00:00,40238.66651287644
2023-05-02 18:30:00,39503.74837008211
2023-05-02 19:00:00,38352.621754866064
2023-05-02 19:30:00,38962.08737989088
2023-05-02 20:00:00,39929.49447953922
2023-05-02 20:30:00,41466.32083392167
2023-05-02 21:00:00,41149.92779985641
2023-05-02 21:30:00,41289.44313789478
2023-05-02 22:00:00,37772.34913485891
2023-05-02 22:30:00,37086.35008714803
2023-05-02 23:00:00,35931.14482620035
2023-05-02 23:30:00,32311.83409511116
2023-05-03 00:00:00,35112.789470743686
2023-05-03 00:30:00,32439.727822628698
2023-05-03 01:00:00,31121.134946299277
2023-05-03 01:30:00,31560.479572986984
2023-05-03 02:00:00,31107.13560067688
2023-05-03 02:30:00,30762.835372980644
2023-05-03 03:00:00,30542.027129292852
2023-05-03 03:30:00,30101.587720425123
2023-05-03 04:00:00,30674.092524713356
2023-05-03 04:30:00,30565.77207876677
2023-05-03 05:00:00,28973.573646616027
2023-05-03 05:30:00,30266.985882600893
2023-05-03 06:00:00,29357.297173094128
2023-05-03 06:30:00,30529.116759370354
2023-05-03 07:00:00,30352.333988525857
2023-05-03 07:30:00,33269.813790470325
2023-05-03 08:00:00,36246.10642481587
2023-05-03 08:30:00,36523.18449726674
2023-05-03 09:00:00,37674.950058430935
2023-05-03 09:30:00,40150.88592726881
2023-05-03 10:00:00,41488.00813288593
2023-05-03 10:30:00,42711.94862125392
2023-05-03 11:00:00,44272.91241914895
2023-05-03 11:30:00,43424.98773333911
2023-05-03 12:00:00,42666.47932166366
2023-05-03 12:30:00,40527.51836416328
2023-05-03 13:00:00,40473.99885427918
2023-05-03 13:30:00,38801.58226027132
2023-05-03 14:00:00,41645.14716854055
2023-05-03 14:30:00,45268.40394291119
2023-05-03 15:00:00,39603.663807427576
2023-05-03 15:30:00,37794.12762418247
2023-05-03 16:00:00,36274.77105879492
2023-05-03 16:30:00,35158.1460604752
2023-05-03 17:00:00,32239.94316955801
2023-05-03 17:30:00,33406.95394610657
2023-05-03 18:00:00,36137.4124263115
2023-05-03 18:30:00,39399.74816400992
2023-05-03 19:00:00,41467.710141786374
2023-05-03 19:30:00,34893.37855020598
2023-05-03 20:00:00,35297.67756224873
2023-05-03 20:30:00,34909.660050534425
2023-05-03 21:00:00,34600.7720858507
2023-05-03 21:30:00,34242.98346032404
2023-05-03 22:00:00,33187.030952141824
2023-05-03 22:30:00,32112.756503615503
2023-05-03 23:00:00,31198.51088044508
2023-05-03 23:30:00,30269.0746269542
2023-05-04 00:00:00,29014.08312260896
2023-05-04 00:30:00,27913.788324045167
2023-05-04 01:00:00,27507.724639108896
2023-05-04 01:30:00,27063.69976011133
2023-05-04 02:00:00,26891.037135125498
2023-05-04 02:30:00,25536.11785000815
2023-05-04 03:00:00,25495.382934344994
2023-05-04 03:30:00,25159.69068582268
2023-05-04 04:00:00,25329.553532423313
2023-05-04 04:30:00,25266.429008587435
2023-05-04 05:00:00,25256.211917100176
2023-05-04 05:30:00,24342.909661294052
2023-05-04 06:00:00,24270.20058583461
2023-05-04 06:30:00,25555.66243864481
2023-05-04 07:00:00,31693.89534837588
2023-05-04 07:30:00,35460.20192910418
2023-05-04 08:00:00,34915.355231072346
2023-05-04 08:30:00,35008.54520231258
2023-05-04 09:00:00,39884.53319158229
2023-05-04 09:30:00,40849.77407656105
